인덱스,장학금명,재단,장학종류,선발인원,장학혜택,선발대상,신청기간,조회수
4589,예술인 코로나19 특별융자,한국예술인복지재단,기타장학,인원 미정,대출 지원 : 최대 700만원,기타/일반,2022. 01. 24. (월) ~ 2022. 02. 07. (월),조회 : 332
4590,인천 중구 녹색장학 (2022년),중구 월디장학회,장학금,총 30명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2022. 01. 24. (월) ~ 2022. 02. 09. (수),조회 : 459
4591,영월장학회 장학 (2022년),영월장학회,장학금,인원 미정,장학금지급 : 최대 300만원,"대학생, 전문대생",2022. 01. 24. (월) ~ 2022. 02. 09. (수),조회 : 280
4592,남원장학숙 신규 입사생 모집 (2022년),춘향장학재단,기숙사/주거지원,총 34명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 02. 03. (목) ~ 2022. 02. 09. (수),조회 : 227
4593,제주더큰내일 탐나는인재모집 (6기),제주더큰내일센터,"취업연계/산학장학, 기타장학",총 75명 선발,활동 지원 : 최대 -만원,"청년, 기타/일반",2022. 01. 19. (수) ~ 2022. 02. 09. (수),조회 : 393
4594,한국임업진흥원 석박사 장학,한국임업진흥원,장학금,총 6명 선발,장학금지급 : 최대 -만원,기타/일반,2022. 01. 21. (금) ~ 2022. 02. 09. (수),조회 : 188
4596,인제군 인재육성기금 장학 (2022년),인제군,장학금,인원 미정,장학금지급 : 최대 -만원,"고등학생, 대학생, 전문대생",2022. 01. 12. (수) ~ 2022. 02. 09. (수),조회 : 131
4597,인제군장학회 장학,인제군장학회,장학금,인원 미정,장학금지급 : 최대 350만원,"고등학생, 대학생",2022. 01. 12. (수) ~ 2022. 02. 09. (수),조회 : 117
4598,화성 예술가 활동지원사업,화성시문화재단,기타장학,인원 미정,"장학금지급 : 최대 2,000만원",기타/일반,2022. 01. 24. (월) ~ 2022. 02. 09. (수),조회 : 193
4600,브루나이 정부초청 장학 (2022년),국립국제교육원,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 대학원생",2022. 01. 07. (금) ~ 2022. 02. 10. (목),조회 : 774
4601,숭덕학사 입사생 모집 (2022년 1학기),숭덕육영회,기숙사/주거지원,총 35명 선발,거주 지원 : 최대 -만원,"대학생, 대학원생",2022. 01. 14. (금) ~ 2022. 02. 11. (금),조회 : 540
4602,동암장학회 장학 (2022년),동암장학회,장학금,총 00명 선발,장학금지급 : 최대 400만원,대학생,2022. 01. 19. (수) ~ 2022. 02. 10. (목),조회 : 428
4603,생명보험협회 박사 장학,생명보험사회공헌위원회,장학금,총 2명 선발,"장학금지급 : 최대 2,000만원",대학생,2022. 01. 24. (월) ~ 2022. 02. 10. (목),조회 : 254
4604,서울시 청년 취창업 지원사업,서울시,기타장학,인원 미정,활동 지원 : 최대 -만원,청년,2022. 01. 21. (금) ~ 2022. 02. 11. (금),조회 : 777
4605,여성농업인 행복바우처 지원사업,안성시,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 01. 20. (목) ~ 2022. 02. 11. (금),조회 : 399
4606,동해시민장학 (2022년),동해시민장학회,장학금,총 161명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생",2022. 01. 26. (수) ~ 2022. 02. 11. (금),조회 : 331
4607,김해시 성적우수장학,김해시미래인재장학재단,장학금,총 83명 선발,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 02. 03. (목) ~ 2022. 02. 11. (금),조회 : 705
4608,용운장학재단 장학 (2022년),용운장학재단,장학금,총 40명 선발,장학금지급 : 최대 700만원,대학생,2021. 12. 21. (화) ~ 2022. 02. 11. (금),조회 : 984
4609,산학협동재단 대학신입생 장학,산학협동재단,장학금,총 20명 선발,장학금지급 : 최대 -만원,대학생,2022. 01. 10. (월) ~ 2022. 02. 18. (금),"조회 : 2,199"
4610,성균관대 조병두장학 (2022년 1학기),조병두장학회,장학금,총 0명 선발,장학금지급 : 최대 -만원,대학생,2022. 01. 24. (월) ~ 2022. 02. 11. (금),조회 : 423
4611,한국외대 김봉철장학,한국외국어대학교,장학금,총 2명 선발,장학금지급 : 최대 100만원,대학생,2022. 02. 07. (월) ~ 2022. 02. 11. (금),조회 : 266
4612,한국외대 동문회장학 (2022년 1학기),한국외국어대학교총동문회,장학금,총 6명 선발,장학금지급 : 최대 500만원,대학생,2022. 01. 26. (수) ~ 2022. 02. 11. (금),조회 : 233
4614,인천 제2옹진장학관 입주생 추가 선발 (2022년),옹진군인재육성재단,기숙사/주거지원,총 31명 선발,거주 지원 : 최대 -만원,"중학생, 고등학생, 대학생, 전문대생, 대학원생, 기타/일반",2022. 02. 03. (목) ~ 2022. 02. 11. (금),조회 : 252
4615,태술장학재단 장학 (2022년),태술장학재단,장학금,인원 미정,장학금지급 : 최대 400만원,대학생,2022. 02. 03. (목) ~ 2022. 02. 13. (일),"조회 : 2,009"
4616,국가근로장학 (2022년 1학기 2차),한국장학재단,장학금,인원 미정,근로비/수당 : 최대 -만원,"대학생, 전문대생",2022. 02. 03. (목) ~ 2022. 03. 16. (수),"조회 : 5,936"
4617,흥한재단 장학 (2022년),흥한재단,장학금,인원 미정,장학금지급 : 최대 300만원,대학생,2022. 02. 07. (월) ~ 2022. 02. 14. (월),"조회 : 2,468"
4618,경기도 청소년 교통비 지원 (2022년),경기도,기타장학,인원 미정,기타혜택 : 최대 12만원,"청년, 기타/일반",2022. 01. 03. (월) ~ 2022. 02. 15. (화),"조회 : 1,295"
4619,음성장학회 장학 (2022년),음성장학회,장학금,총 276명 선발,장학금지급 : 최대 200만원,"중학생, 고등학생, 대학생, 전문대생",2022. 01. 26. (수) ~ 2022. 02. 15. (화),"조회 : 1,753"
4620,성림교회 장학 (2022년 1학기),대한예수교장로회 성림교회,장학금,총 0명 선발,장학금지급 : 최대 200만원,대학생,2022. 01. 22. (토) ~ 2022. 02. 16. (수),"조회 : 1,113"
4621,강화군장학회 장학 (2022년),강화군장학회,장학금,총 140명 선발,장학금지급 : 최대 300만원,"고등학생, 대학생, 전문대생",2022. 01. 26. (수) ~ 2022. 02. 16. (수),조회 : 381
4622,전남학숙 입사생 선발 (2022년),도립전남학숙,기숙사/주거지원,총 133명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생, 기타/일반",2022. 01. 11. (화) ~ 2022. 02. 16. (수),조회 : 510
4623,강진군민 장학 (2022년 상반기),강진군민장학재단,장학금,총 105명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생",2022. 01. 24. (월) ~ 2022. 02. 16. (수),조회 : 288
4624,서초 청년 문화 예술창업지원,서초구,"취업연계/산학장학, 기타장학",총 23명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 01. 24. (월) ~ 2022. 02. 18. (금),조회 : 574
4625,경기도민장학회 장학생 선발,경기도민회장학회,장학금,총 494명 선발,장학금지급 : 최대 400만원,"고등학생, 대학생, 전문대생",2022. 02. 07. (월) ~ 2022. 02. 18. (금),"조회 : 2,542"
4626,양양군 인재육성장학 (2022년),양양군인재육성장학회,장학금,인원 미정,장학금지급 : 최대 -만원,"고등학생, 대학생, 기타/일반",2022. 01. 17. (월) ~ 2022. 02. 18. (금),조회 : 276
4627,부산시 남구장학회 장학 (2022년),부산광역시 남구장학회,장학금,총 35명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생",2022. 02. 07. (월) ~ 2022. 02. 18. (금),"조회 : 1,139"
4628,무안군 승달장학 (2022년 상반기),무안군승달장학회,장학금,총 110명 선발,장학금지급 : 최대 150만원,"초등학생, 중학생, 고등학생, 대학생",2022. 01. 20. (목) ~ 2022. 02. 18. (금),조회 : 435
4629,담양장학회 장학 (2022년),담양장학회,장학금,총 71명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2022. 02. 03. (목) ~ 2022. 02. 18. (금),조회 : 531
4630,달성군 논공읍 장학,논공효천장학회,장학금,총 7명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2022. 02. 03. (목) ~ 2022. 02. 18. (금),조회 : 416
4631,백영장학재단 장학 (2022년),백영장학재단,장학금,총 00명 선발,장학금지급 : 최대 -만원,"고등학생, 대학생, 전문대생, 대학원생",2022. 02. 03. (목) ~ 2022. 02. 18. (금),"조회 : 3,305"
4632,와이비엠넷 보호종료아동 어학교육 지원,아동권리보장원,기타장학,인원 미정,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 02. 09. (수) ~ 2022. 02. 18. (금),조회 : 432
4633,홍천군 무궁화장학 (2022년 1학기),홍천군무궁화장학회,장학금,총 000명 선발,장학금지급 : 최대 300만원,"고등학생, 대학생",2022. 02. 01. (화) ~ 2022. 02. 20. (일),"조회 : 1,035"
4634,수원시 청년구직자 교통비 지원 (2022년),수원시,기타장학,총 433명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 02. 03. (목) ~ 2022. 02. 21. (월),조회 : 674
4635,하정학술장학회 장학,하정학술장학회,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 01. 04. (화) ~ 2022. 02. 21. (월),"조회 : 2,688"
4636,포인캠퍼스 장학금,포인캠퍼스,"장학금, 장학프로그램, 기타장학, 드림장학",총 1000명 선발,장학금지급 : 최대 1만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 02. 10. (목) ~ 2022. 03. 05. (토),조회 : 29
4638,사진장학금 테스트,드림스폰,장학금,총 10명 선발,장학금지급 : 최대 10만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 02. 11. (금) ~ 2022. 02. 27. (일),조회 : 20
4639,안함사장학금 시즌2,안함사,"장학금, 기타장학, 드림장학",총 5명 선발,활동 지원 : 최대 300만원,청년,2022. 02. 14. (월) ~ 2022. 03. 01. (화),"조회 : 32,787"
4640,인천 중구 녹색장학 (2023년) (예시),중구 월디장학회,장학금,총 30명 선발,장학금지급 : 최대 200만원,대학생,2022. 01. 24. (월) ~ 2022. 02. 09. (수),조회 : 3
4641,사소한 테스트,드림스폰,드림장학,총 10명 선발,장학금지급 : 최대 10만원,"중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 02. 14. (월) ~ 2022. 02. 27. (일),조회 : 6
4642,제주삼다수 장학 (2022년),제주삼다수재단,장학금,총 60명 선발,장학금지급 : 최대 550만원,"대학생, 전문대생",2022. 02. 10. (목) ~ 2022. 02. 16. (수),"조회 : 1,200"
4643,월간 드림장학금 : 사소한 순간 장학금,드림스폰,드림장학,총 10명 선발,장학금지급 : 최대 10만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 02. 15. (화) ~ 2022. 02. 27. (일),"조회 : 18,497"
4644,*기간 연장* 천안시 저소득가정 대학 첫 등록금 지원 (2022년),풀뿌리희망재단,장학금,총 13명 선발,장학금지급 : 최대 100만원,"고등학생, 대학생, 전문대생, 기타/일반",2021. 12. 08. (수) ~ 2022. 02. 23. (수),조회 : 361
4647,성동구 상생학사 입주생 모집,성동구,기타장학,총 34명 선발,거주 지원 : 최대 -만원,대학생,2022. 02. 11. (금) ~ 2022. 02. 16. (수),조회 : 302
4648,KPX 문화재단 장학,kpx문화재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2022. 02. 08. (화) ~ 2022. 02. 26. (토),"조회 : 3,372"
4650,파주시 채용지원 참여청년 모집,파주시,기타장학,총 21명 선발,근로비/수당 : 최대 -만원,기타/일반,2022. 02. 03. (목) ~ 2022. 02. 17. (목),조회 : 195
4651,LG에너지솔루션 석박사 산학장학,LG에너지솔루션,장학금,인원 미정,기타혜택 : 최대 -만원,대학원생,2022. 01. 26. (수) ~ 2022. 02. 17. (목),조회 : 631
4652,큰사랑 이한애 장학재단 장학,큰사랑이한애재단,장학금,인원 미정,장학금지급 : 최대 200만원,대학생,2022. 02. 10. (목) ~ 2022. 02. 17. (목),조회 : 930
4653,여주시 청년일자리 지원사업,여주시,기타장학,총 -명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 02. 04. (금) ~ 2022. 02. 18. (금),조회 : 159
4654,보호종료아동 IT교육 지원사업,청포도,기타장학,인원 미정,장학금지급 : 최대 -만원,고등학생,2022. 02. 07. (월) ~ 2022. 02. 18. (금),조회 : 264
4655,홍산장학재단 장학 (2022년 1학기),홍산장학재단,장학금,인원 미정,장학금지급 : 최대 200만원,대학생,2022. 02. 14. (월) ~ 2022. 02. 18. (금),조회 : 833
4656,부영주택 능주고출신 장학 (2022년 1학기),주식회사 부영주택,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2022. 02. 10. (목) ~ 2022. 02. 20. (일),조회 : 362
4657,엘앤에프 석박사 산학 장학,엘앤에프,장학금,인원 미정,장학금지급 : 최대 100만원,대학원생,2022. 02. 05. (토) ~ 2022. 02. 20. (일),조회 : 487
4658,인제군 저소득주민자녀 장학 (2022년),인제군,장학금,인원 미정,장학금지급 : 최대 150만원,"중학생, 고등학생, 대학생",2022. 02. 04. (금) ~ 2022. 02. 21. (월),조회 : 173
4659,<추가 선발> 완주군 이장 자녀 장학,완주군,장학금,총 10명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2022. 03. 11. (금) ~ 2022. 04. 01. (금),조회 : 438
4660,에듀윌 장학,에듀윌,장학금,총 10명 선발,장학금지급 : 최대 120만원,중학생,2022. 02. 07. (월) ~ 2022. 02. 21. (월),"조회 : 1,002"
4661,자립준비청년 취창업 지원사업,홀트아동복지회,기타장학,인원 미정,활동 지원 : 최대 830만원,"청년, 기타/일반",2022. 01. 27. (목) ~ 2022. 02. 27. (일),조회 : 884
4663,폴얀센 대학생 멘토 장학 (2022년),아이들과미래재단,장학금,총 10명 선발,장학금지급 : 최대 100만원,대학생,2022. 02. 08. (화) ~ 2022. 02. 21. (월),"조회 : 2,285"
4664,영동군민장학회 향토장학 (2022년),영동군민장학회,장학금,인원 미정,장학금지급 : 최대 100만원,대학생,2022. 02. 03. (목) ~ 2022. 02. 28. (월),조회 : 590
4665,아동청소년 의료비 지원 (2022년),아이들과미래재단,기타장학,총 00명 선발,기타혜택 : 최대 500만원,"초등학생, 중학생, 고등학생, 기타/일반",2022. 01. 26. (수) ~ 2022. 02. 21. (월),조회 : 411
4666,괴산군민장학회 장학 (2022년),괴산군민장학회,장학금,인원 미정,"장학금지급 : 최대 2,400만원","대학생, 전문대생, 기타/일반",2022. 02. 08. (화) ~ 2022. 02. 22. (화),조회 : 255
4667,혜림장학재단 장학 (2022년),혜림장학재단,장학금,총 00명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2022. 02. 08. (화) ~ 2022. 02. 22. (화),"조회 : 1,262"
4668,GKS 외국인 우수 자비 장학 (2022년),국립국제교육원,장학금,총 250명 선발,장학금지급 : 최대 500만원,"대학생, 전문대생",2022. 02. 08. (화) ~ 2022. 02. 23. (수),조회 : 434
4669,울산시 북구 저소득층 자녀 장학,울산광역시 북구 교육진흥재단,장학금,총 40명 선발,장학금지급 : 최대 400만원,대학생,2022. 01. 24. (월) ~ 2022. 02. 28. (월),조회 : 542
4670,달성군 현풍읍 장학,현풍현암장학회,장학금,총 5명 선발,장학금지급 : 최대 500만원,대학생,2022. 02. 03. (목) ~ 2022. 02. 23. (수),조회 : 409
4671,수원 청년 실직자 재난지원금 (2022년),수원시,기타장학,"총 1,400명 선발",장학금지급 : 최대 50만원,"대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 02. 10. (목) ~ 2022. 02. 25. (금),조회 : 527
4672,"수원 특수근로종사자, 프리랜서 지원금",수원시,기타장학,인원 미정,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 02. 10. (목) ~ 2022. 02. 25. (금),조회 : 367
4673,옥포경복장학회 장학(2022년),옥포경복장학회,장학금,총 18명 선발,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 02. 01. (화) ~ 2022. 02. 28. (월),조회 : 331
4674,다사장학회 장학 (2022년),다사장학회,장학금,총 12명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2022. 02. 07. (월) ~ 2022. 02. 28. (월),"조회 : 1,229"
4675,양구군 이동우축산장학 (2022년),이동우축산장학회,장학금,인원 미정,장학금지급 : 최대 -만원,"고등학생, 대학생",2022. 02. 07. (월) ~ 2022. 02. 25. (금),조회 : 203
4676,논산시 평생학습장학금,논산시,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 02. 07. (월) ~ 2022. 02. 25. (금),조회 : 354
4684,금왕장학회 장학 (2022년),금왕장학회,장학금,총 14명 선발,장학금지급 : 최대 250만원,"고등학생, 대학생",2022. 02. 07. (월) ~ 2022. 02. 25. (금),"조회 : 2,176"
4685,통영시 저소득 대학생 장학 (2022년),통영시,장학금,총 00명 선발,장학금지급 : 최대 300만원,대학생,2022. 02. 11. (금) ~ 2022. 02. 25. (금),조회 : 194
4686,고교 취업연계 장려금,한국장학재단,기타장학,인원 미정,기타혜택 : 최대 500만원,고등학생,2022. 02. 09. (수) ~ 2022. 02. 25. (금),조회 : 309
4687,2022년 예술인 파견지원,한국예술인복지재단,기타장학,총 70명 선발,활동 지원 : 최대 -만원,기타/일반,2022. 02. 14. (월) ~ 2022. 02. 25. (금),조회 : 790
