idx,scholarship_name,foundation,scholarship_type,recruit,benefit,target,period,memo
5091,온드림 사회통합 인재 대학원 장학금 (2022년),현대차 정몽구 재단,장학금,인원 미정,"장학금지급 : 최대 -만원
기타혜택 : 최대 -만원",대학원생,2022. 04. 12. (화) ~ 2022. 05. 18. (수),"현대차정몽구재단에서 탈북, 다문화, 보호종료아동이 보다 넓은 교육 기회를 통해 지속적으로 학업과 연구에 매진할 수 있도록 지원하는 장학금입니다."
5092,충북 대학인재 재능나눔 (2022년),충북인재양성재단,장학프로그램,인원 미정,"활동 지원 : 최대 300만원
기타혜택 : 최대 -만원","대학생, 전문대생, 대학원생",2022. 03. 11. (금) ~ 2022. 05. 04. (수),충북인재양성재단에서 대학(원)생의 다양한 분야 지식 및 재능 나눔 실천과 지역발전 기여를 위해 실시하는 사업입니다.
5093,산청군 향토장학 (2022년 상반기),산청군향토장학회,장학금,총 247명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2022. 04. 01. (금) ~ 2022. 04. 29. (금),산청군향토장학회에서 산청군 출신 초·중·고·대학생 총 262명에게 최대 300만원을 지원하는 장학금입니다.
5094,전남 인재육성장학 (2022년 상반기),전남인재평생교육진흥원,장학금,총 561명 선발,장학금지급 : 최대 360만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생",2022. 04. 01. (금) ~ 2022. 04. 29. (금),전남인재평생교육진흥원에서 재능 있는 인재를 발굴 및 지원하는 장학금입니다
5095,KB 유니콘클럽 2기 모집 (2022년),경기창조경제혁신센터,기타장학,인원 미정,기타혜택 : 최대 10000만원,청년,2022. 03. 04. (금) ~ 2022. 04. 29. (금),KB 유니콘클럽은 경기창조혁신센터와 KB 국민은행이 함께하는 초기 창업자를 위한 사업입니다.
5096,형남진장학재단 장학 (2022년),형남진장학재단,장학금,총 42명 선발,장학금지급 : 최대 300만원,"고등학생, 대학생, 전문대생",2022. 03. 29. (화) ~ 2022. 04. 29. (금),형남진장학재단에서 경제적 어려움에도 불구하고 미래를 개척할 수 있는 창의력과 도전 정신을 갖춘 우수한 학생들을 지원하는 장학금입니다.
5097,제일하이텍 숭실대 장학 (2022학년도 1학기),제일하이텍,장학금,총 20명 선발,장학금지급 : 최대 100만원,대학생,2022. 04. 04. (월) ~ 2022. 04. 29. (금),진리를 사랑하고 봉사의 실천적 사명감으로 교회와 사회 및 국가를 이끌어갈 지도자 양성을 위한 장학금입니다.
5098,고려대 KUPC 생활비장학 (2022년 1학기),KUPrideClub,장학금,총 520명 선발,장학금지급 : 최대 60만원,대학생,2022. 04. 01. (금) ~ 2022. 04. 29. (금),KU Pride Club에서 인성이 훌륭하여 타에 모범이 되며 국가와 인류사회에 기여하는 것을 중요한 가치로 여기는 학생을 대상으로 한 생활비 장학금을 모집하고 있습니다
5099,청년농 심층컨설팅 지원사업,국립한국농수산대학,기타장학,인원 미정,기타혜택 : 최대 -만원,청년,2022. 04. 08. (금) ~ 2022. 04. 30. (토),청년농의 창업과 투자 심층컨설팅을 위한 지원사업입니다.
5100,2022 강원랜드 하이원 멘토링 장학금,강원랜드,"장학금, 장학프로그램",인원 미정,장학금지급 : 최대 360만원,"대학생, 전문대생",2022. 04. 25. (월) ~ 2022. 05. 08. (일),"폐광지역 전인적 인재 양성을 목적으로 지원하는 멘토링 장학 프로그램입니다. 선발된 장학생은 장학금의 재정적 지원뿐만 아니라 온라인 멘토링 활동 및 장학생 프로그램을 통해 다양한 성장의 기회를 제공받으며, 또한 활동 우수자를 선정하여 해외 탐방의 기회도 제공할 예정입니다.."
5101,강원도 최대 장학재단 강원인재육성평생교육원 드림스폰 MOU,드림스폰,장학금,인원 미정,,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 08. 01. (월) ~ 2023. 06. 30. (금),
5102,제1기 드림스폰 스칼라십 크리에이터 장학생 모집,드림스폰,장학금,총 20명 선발,장학금지급 : 최대 10만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 04. 26. (화) ~ 2022. 05. 08. (일),"제1기 드림스폰 스칼라십 크리에이터 과정 드림스폰의 쉽고 재밌는 교육을 받고, 장학금도 받고, 장학금을 직접 기획, 런칭 해보는 과정"
5103,서울시 청년 대중교통비 지원사업,서울시,기타장학,총 15만명 선발,기타혜택 : 최대 10만원,"청년, 기타/일반",2022. 04. 27. (수) ~ 2022. 05. 27. (금),서울시에서 사회에 첫발을 내딛는 청년들의 경제적 부담 완화 및 이동권 보장을 위해 청년 대중교통비를 지원하는 사업입니다.
5107,KDB 글로벌 인재양성 프로그램,KDB나눔재단,기타장학,총 40명 선발,기타혜택 : 최대 -만원,"대학생, 대학원생",2022. 04. 04. (월) ~ 2022. 04. 30. (토),KDB나눔재단에서 리더십을 배양하고 차세대 글로벌 인재 양성을 목적으로 외국인 및 재외동포 대학(원)생을 대상으로 하는 교육 사업입니다.
5108,성남시 입영지원금,성남시,기타장학,인원 미정,기타혜택 : 최대 10만원,기타/일반,"(1차) 2022. 04. 11. (월) ~ 2022. 10. 10. (월)
(2차) 2022. 04. 11. (월) ~ 2022. 12. 31. (토)",성남시에서 입영을 앞두고 있는 입영 예정자에게 병역의무를 격려하고자 마련한 지원금입니다.
5109,위기가정 지원사업,푸른나눔,기타장학,인원 미정,기타혜택 : 최대 1000만원,기타/일반,2022. 01. 01. (토) ~ 2022. 12. 31. (토),"푸른나눔에서 갑작스러운 위기 상황으로 생계유지의 곤란 및 의료, 주거지원 등의 지원이 필요한 가정들을 지워하는 사업입니다."
5110,주거취약계층 임차자금지원사업,푸른나눔,기타장학,총 -명 선발,기타혜택 : 최대 500만원,기타/일반,2022. 01. 01. (토) ~ 2022. 12. 31. (토),푸른나눔에서 퇴거 위기에 놓인 가구와 복지사각지대에 놓인 가구에 임차자금을 지원하는 사업입니다.
5111,이천시 생활지원금 (특고∙프리랜서),이천시,기타장학,인원 미정,기타혜택 : 최대 60만원,기타/일반,2022. 04. 18. (월) ~ 2022. 05. 02. (월),이천시에서 코로나19 장기화로 어려움을 겪고 있는 특수형태근로종사자(특고) 및 프리랜서에게 생활안정지원금을 지원하는 사업입니다.
5112,세종시 인재육성장학 (2022년 상반기),세종특별자치시 인재육성평생교육진흥원,장학금,총 377명 선발,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 기타/일반",2022. 03. 24. (목) ~ 2022. 05. 04. (수),"세종특별자치시인재육성평생교육진흥원에서 우리 시의 우수한 인재를 발굴, 육성하여 지역발전에 기여하고자 지원하는 장학금입니다."
5113,김해시 청년실직자 장려금 지원,김해시,기타장학,총 300명 선발,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 04. 25. (월) ~ 2022. 05. 04. (수),김해시에서 코로나19 확산 및 장기화로 직전 사업장에서 한 달 이상 근무를 하다가 실직한 청년의 생활안정과 사회진입활동 촉진을 위해 지원하는 사업입니다.
5114,스마트 전통시장∙상점가 R&D 지원사업,중소벤처기업부,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 03. 31. (목) ~ 2022. 05. 04. (수),"중소벤처기업부에서 전통시장, 상점가에 첨단 ICT 기술을 접목해 스마트 전통시장 육성 및 지역경제 활력을 제고하기 위해 시행하는 사업입니다."
5115,옹진군 인재육성장학 (2022년),옹진군인재육성재단,장학금,총 00명 선발,장학금지급 : 최대 500만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2022. 04. 11. (월) ~ 2022. 05. 06. (금),옹진군인재육성재단에서 옹진군의 우수한 학생으로서 경제적 사유로 학업이 곤란하거나 성적 또는 재능이 뛰어난 학생들에게 주는 장학금입니다.
5116,양평군교육발전 장학 (2022년),양평군교육발전위원회,장학금,인원 미정,장학금지급 : 최대 150만원,"대학생, 전문대생",2022. 04. 25. (월) ~ 2022. 05. 06. (금),양평군교육발전위원회에서 양평군 출신 대학생에게 최대 150만원을 지원하는 장학금입니다.
5117,수원시 소상공인 경영환경 개선사업,수원도시재단,기타장학,총 -명 선발,기타혜택 : 최대 300만원,기타/일반,2022. 05. 02. (월) ~ 2022. 05. 06. (금),"수원도시재단에서 경기침체, 코로나19 장기화 등으로 인한 소상공인의 경영난 가중을 해소하고, 관내 소상공인의 자생력과 경쟁력 강화 지원을 통해 지역 경제 활성화에 기여하고자 실시하는 사업입니다."
5118,거제시 성적우수 장학,거제시,장학금,총 29명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2022. 04. 20. (수) ~ 2022. 05. 06. (금),거제시에서 거제시 출신 우수인재 육성을 위해 총 29명에게 최대 150만원을 지원하는 장학금입니다.
5119,전북 미래인재 특기장학,전라북도평생교육장학진흥원,장학금,총 20명 선발,장학금지급 : 최대 250만원,"중학생, 고등학생",2022. 05. 09. (월) ~ 2022. 05. 20. (금),전라북도평생교육장학진흥원에서 전북의 미래를 이끌어 갈 각 분야별 재능 있는 인재들을 적극 발굴하여 전북을 대표하는 미래인재로 육성하고자 지원하는 장학금입니다.
5120,목포시 보호종료 대학생 자립지원,목포장학재단,장학금,총 20명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2022. 04. 19. (화) ~ 2022. 05. 06. (금),목포장학재단에서 목포시 소재 아동복지시설을 퇴소한 대학생들의 안정적인 사회정착을 지원하기 위한 장학금입니다.
5121,영월 탄광지역 저소득층 학자금 지원,영월군,장학금,인원 미정,장학금지급 : 최대 400만원,"대학생, 전문대생",2022. 04. 20. (수) ~ 2022. 05. 06. (금),"영월군에서 지역인재를 양성하고, 교육 복지를 실현하기 위해 경제적 어려움을 겪고 있는 탄광지역 저소득층 대학생에게 학자금을 지원하는 사업입니다."
5122,DB 글로벌 자산배분 투자대회 장학,DB김준기문화재단,기타장학,인원 미정,"포상/상금 : 최대 500만원
기타혜택 : 최대 -만원","대학생, 대학원생",2022. 04. 11. (월) ~ 2022. 05. 06. (금),DB김준기문화재단에서 건전한 투자문화 정착을 위해 실시하는 글로벌 자산배분 투자대회입니다.
5123,대학생 연합기숙사 수시모집 (2022년 1학기 5차),한국장학재단,기숙사/주거지원,인원 미정,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 05. 01. (일) ~ 2022. 05. 07. (토),경기도 고양시에 위치한 한국장학재단-은행권 대학생 연합기숙사의 신규 기숙사생 수시 모집입니다.
5124,2022 기후변화 장학금,국회기후변화포럼,장학금,총 3명 선발,장학금지급 : 최대 300만원,대학생,2022. 04. 04. (월) ~ 2022. 05. 08. (일),국회기후변화포럼에서 어려운 환경에서도 기후변화에 대한 관심이 크고 학업의지가 높은 대학생을 대상으로 지원하는 장학금입니다.
5125,아빠와 단둘이 1박2일 장학금,드림스폰,장학금,총 1명 선발,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 04. 28. (목) ~ 2022. 05. 31. (화),"가정의 달 기념, 아빠와 단둘이 1박2일 호캉스 떠나는 장학금 ! 엄마장학금, 효도장학금에 이은 3번째 시리즈"
5126,동대문구 미취업청년 취업장려금,동대문구,기타장학,인원 미정,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 03. 14. (월) ~ 2022. 05. 09. (월),동대문구에서 코로나19로 실업 및 미취업 상태에 놓인 청년에게 취업장려금을 지급하여 청년의 구직활동 촉진과 생활안정을 지원하는 사업입니다.
5127,충청남도 멘토링 장학 (2022년),충청남도인재육성재단,기타장학,총 23명 선발,장학금지급 : 최대 190만원,"대학생, 전문대생, 대학원생",2022. 04. 18. (월) ~ 2022. 05. 10. (화),충청남도인재육성재단에서 교육격차해소 및 지역인재 선순환 체계 구축을 위해 실시하는 멘토링활동 장학 사업입니다.
5128,봉화군 교육발전장학 (2022년),봉화군교육발전위원회,장학금,총 98명 선발,장학금지급 : 최대 250만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2022. 04. 19. (화) ~ 2022. 05. 10. (화),봉화군교육발전위원회에서 봉화군의 미래를 이끌어갈 우수한 인재를 양성하기 위해 지원하는 장학금입니다.
5129,서울희망 대학 장학 (2022년),서울장학재단,장학금,총 1486명 선발,"장학금지급 : 최대 300만원
기타혜택 : 최대 -만원",대학생,2022. 04. 29. (금) ~ 2022. 05. 11. (수),서울장학재단에서 서울의 대학생이 경제적인 이유로 학업 수행에 어려움을 겪지 않도록 지원하는 장학금입니다.
5130,인천 동구 학업우수 장학 (2022년),인천동구장학재단,장학금,총 50명 선발,장학금지급 : 최대 300만원,"대학생, 전문대생",2022. 04. 25. (월) ~ 2022. 05. 11. (수),인천동구장학재단에서 인천 동구 출신 대학생 총 50명에게 최대 300만원을 지원하는 장학금입니다.
5131,파주시 청년 전세자금 대출이자 지원 ***추가모집***,파주시,대출지원,총 -명 선발,대출 지원 : 최대 -만원,"청년, 기타/일반",2022. 04. 21. (목) ~ 2022. 06. 30. (목),파주시에서 청년가구의 주거비 부담을 완화하고 안정적인 정주여건을 조성하기 위해 지원하는 사업입니다.
5132,김해 청년 월세 지원,김해시,기타장학,총 118명 선발,기타혜택 : 최대 150만원,"청년, 기타/일반",2022. 05. 02. (월) ~ 2022. 05. 11. (수),김해시에서 청년의 주거비 부담 경감 및 안정적 주거생활을 지원하기 위해 실시하는 사업입니다.
5133,재외동포 청소년 모국연수 참가자 모집,재외동포재단,연수/연구장학,총 1400명 선발,연수/연구지원 : 최대 -만원,"중학생, 고등학생, 대학생",2022. 04. 06. (수) ~ 2022. 05. 11. (수),"재외동포재단에서 세계 각국의 재외동포 청소년, 대학생들에게 소통과 상호간 유대감 형성 기회를 제공하고, 모국의 사회·역사·문화를 체험함으로써 한민족으로서의 자긍심과 리더십 함양의 계기를 제공하고자 실시하는 사업입니다."
